1172824710729650176,2019-09-14 10:49:35,HomelandBulldo2,French Bulldog Puppies For Sale on #Google https://t.co/97k9e7254j,"['puppies', ['Google']]",False
1172824422102814720,2019-09-14 10:48:26,stephen_6times,@KayethenLFC @mima_p15 @KontagiousKlopp @bronzeicry @OctoberAeowyn @Micha_Alvez @LfcJungz @Emmettinho @abxlxo13 @LFCKasia @lfcdeisha @ScoobyGangKid @yourstrulydonnv @KIoppismo @_sumeiyah @iateyourbacon A winner is never happy with his points tally 😂,"['winner', []]",False
1172824396530012160,2019-09-14 10:48:20,tsubasaDT_en,"Winner Prediction Challenge Results! It was a fierce competition, but in the end WillOFD came out as the Dream Championship 2019 champion! Congrats to all the players who guessed #13! Dreamballs to be sent out soon! *To be sent out by the end of Sept. #TsubasaDT https://t.co/Bdi9ifrvpA","['winner', ['TsubasaDT']]",True
1172824395208888320,2019-09-14 10:48:20,Angoni_Black,@malakiwef We have a winner.,"['winner', []]",False
1172824375034359808,2019-09-14 10:48:15,newashgate,"To all our craft makers and doers..... National Trust has partnered with the Crafts Council to sponsor the 2019 National Trust Artisan &amp; Craft Retail Open Call.  In addition to developing a range exclusively for the National Trust, the winner of the open… https://t.co/lkL81EcVqx https://t.co/4qDIXe3nfJ","['winner', []]",True
1172824336408952839,2019-09-14 10:48:06,swilersrugby,We are putting off a #RWC2019 Pool as a fundraiser for the club! Winner takes home half of the total pot! https://t.co/4onq5Mc8y6,"['winner', ['RWC2019']]",True
1172824335393968133,2019-09-14 10:48:06,Rod_Studd,@jsentsportlover I dare say they will. The winner of their meeting would then need to beat Saints. The loser would then need to beat Wire/Cas and then saints.,"['winner', []]",False
1172824334836097025,2019-09-14 10:48:06,OnePerfectShot,"Our @FakeRobHunter has had a bumpy road highlighting Netflix Originals as his picks of the month, but he's at it again anyway. Fingers crossed that 'The Dark Crystal: Age of Resistance' is a winner. https://t.co/5Lah3oe0F6","['winner', []]",False
1172824317794684930,2019-09-14 10:48:02,twirlywhirly3,@FragataUK Would love to be a winner to #FragataTheFlavourOfLaVuelta @DoeLewis @donk48 @BergenClaudie @DeniseCop1 @abirosenewc,"['winner', ['FragataTheFlavourOfLaVuelta']]",False
1172824317349883904,2019-09-14 10:48:01,odjirudji,"""at least my pa videoke"" winner ang comment #ABSCBNBall2019 https://t.co/CNTnOh64FL","['winner', ['ABSCBNBall2019']]",False
1172824312388210689,2019-09-14 10:48:00,Lov3ttt,@_kaaamo Ding ding ding we have a winner,"['winner', []]",False
1172824310555336710,2019-09-14 10:48:00,PakiScience,"Swinburne software engineering lecturer, Dr Muneera Bano, has been named the overall winner of the inaugural 40 Under 40: Most Influential Asian-Australians Awards. Know More about her: https://t.co/bL8lRbaayV https://t.co/1cnrHYMOAf","['winner', []]",True
1172824303848570880,2019-09-14 10:47:58,ThisIsSaleni,The bread winner in me is asking: Mangaphi lamaqanda? 🤔 https://t.co/weyJp9M58D,"['winner', []]",False
1172824288958844929,2019-09-14 10:47:55,cavsfan91,@Beluba Still cheaters on this game. Not even a month in and i see 99s. Like why? Im sure nothing gonna be fix. I guess beaing a cheater makes you a winner lmaooo,"['winner', []]",False
1172824197531348992,2019-09-14 10:47:33,MikeWass2,Frankie Dettori rode his 100th winner of the 2006 Flat season when #Newmarket trainer Jeremy Noseda's Sixties Icon won the St Leger; that year it was run @yorkracecourse as Doncaster Racecourse was being redeveloped. 🏇🏆 #RacingFacts https://t.co/VHlS9dIjTu,"['winner', ['Newmarket', 'RacingFacts']]",True
1172824193781698560,2019-09-14 10:47:32,Logan10Lorena,@ChloeSalsameda @OANN Thanks John. You are a winner👎,"['winner', []]",False
1172824176501018624,2019-09-14 10:47:28,kaapimachine,The winner takes it all!  @AeropressComp @CoffeeByDiBella https://t.co/45WtsyjeGP,"['winner', []]",True
1172824174521401344,2019-09-14 10:47:27,KJWN_365,[🐰] #JINU #CALL_ANYTIME surpassed 9M views !! 🌈🌈🌈🌈  + 379K likes 👍  Next goals 9.5 and 10M!!!  ♡WE CAN DO IT♡  #JINU_CALL_ANYTIME  #또또또 #JINWOO #KIMJINWOO #WINNER  #김진우 #위너 #송민호 #MINO @official_jinu_ @official_mino_ ⚘ https://t.co/yxAM90vrD0 https://t.co/0NL1zc8jzz,"['winner', ['JINU', 'CALL_ANYTIME', 'JINU_CALL_ANYTIME', '또또또', 'JINWOO', 'KIMJINWOO', 'WINNER', '김진우', '위너', '송민호', 'MINO']]",True
1172824136869134336,2019-09-14 10:47:18,FakePerrieLM,"You're nominated for ""Best boyfriend."" And the winner is.........  YOU! https://t.co/kDqrOnGEeq","['winner', []]",False
1172824132372725760,2019-09-14 10:47:17,AmunRa1111,@SinDaddy_7_56 Both sound like a winner to me,"['winner', []]",False
1172824123292233728,2019-09-14 10:47:15,joselvd,So India is the #U19AsiaCup #U19AsiaCup2019 winner.. https://t.co/VGJtMgMlsx,"['winner', ['U19AsiaCup', 'U19AsiaCup2019']]",True
1172824118791680001,2019-09-14 10:47:14,WeTipFootball,🤔 Can we hit another winner?  🗓 Saturday’s Tip Of The Day❗️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Gillingham - Wycombe ➡️ Both Teams To Score @ 1.75 (8 units)    Hit ❤️ if you’re on! #tipoftheday #bettingtips #footballtips #bettingtipster,"['winner', ['tipoftheday', 'bettingtips', 'footballtips', 'bettingtipster']]",False
1172824118363852800,2019-09-14 10:47:14,deacon_av,"Doug Schoen: At third Dem debate, one big winner and two surprise losers | Fox News - https://t.co/onc3i72GIH","['winner', []]",False
1172824110201593856,2019-09-14 10:47:12,razorsharp1983,"@RalphyHeraldSun Jon the winner doesn’t play the Tigers, so shouldn’t worry you. Looking for Headlines.","['winner', []]",False
1172824104493363201,2019-09-14 10:47:11,secforbes,#fitwins @fitwins_uk &amp; his enthusiastic young assistant did a great job promoting fitness &amp; wellbeing at Donny Parkrun this morning.  #run #walk #parkrun Be a winner with Fitwins #fitwins @ Sandall Park https://t.co/UUhEmmKqSt,"['winner', ['fitwins', 'run', 'walk', 'parkrun', 'fitwins']]",False
1172824067168034818,2019-09-14 10:47:02,ritemez,The winner of Best First Novel @ngaiomarshaward  - is J P Pomare - well done! With @WORDChCh https://t.co/lzjPmbJNbG,"['winner', []]",True
1172824063909093376,2019-09-14 10:47:01,ritemez,And the winner of the Best novel  @ngaiomarshaward 2019 is Dame Fiona Kidman...congratulations-  with @WORDChCh https://t.co/N4F18Uk5eJ,"['winner', []]",True
1172824046096015362,2019-09-14 10:46:57,QuestIreland,"We have a winner in the Expert route, women's category, well done Laura O'Driscoll 👏🎉👍🚴‍♀️🚣‍♀️🏃‍♀️ https://t.co/Ihqkf9uQjV","['winner', []]",True
1172824038760009729,2019-09-14 10:46:55,allcasinositeuk,If you love Big Wins and tasty takeaways then you've come to the right place! Will you be our next Chicken Dinner Winner? #WinnerWinnerChickenDinner  Login and stand a chance to win Big - https://t.co/lVA5A78A6V  T&amp;Cs apply https://t.co/vBZ2kvlHQb,"['winner', ['WinnerWinnerChickenDinner']]",True
1172823983533637633,2019-09-14 10:46:42,kmjiechu,@ULTIMATERPE GRAY FOR THE WINNER,"['winner', []]",False
1172823958900629504,2019-09-14 10:46:36,AlynAsaya,"for winner i'd recommand Really Really , Fool , sentimental  Red velvet : Red flavor , bad boy , Power up https://t.co/LmWVNKlj4u","['winner', []]",False
1172823956878966784,2019-09-14 10:46:35,thepigeoncoup33,Winner 2-2 on the night,"['winner', []]",False
1172823954999758848,2019-09-14 10:46:35,vasilgroup,"Greetings @the_satyendra I am the winner of @HiHonorIndia #Honor20i #Giveaway which was announced on 12th July, 2019 (two months back) The team told me that they are shipping device on 2nd September, 2019.. but I have not received till today. Please give me courier number asap🙏🏻","['winner', ['Honor20i', 'Giveaway']]",False
1172823952298786816,2019-09-14 10:46:34,WIA_Europe,"We're delighted to announce Grazia Vittadini as the winner of WIA-E Outstanding Achievement Award 2019, assigned to women committed to the advancement of women in the aerospace field. Grazia Vittadini will receive an Hon. Membership on 10 Sept. at the ESA Centre for EO, Italy.","['winner', []]",False
1172823936054304770,2019-09-14 10:46:31,PandaBossFUT,I will find the winner in an hour! https://t.co/KDV1ImQov5,"['winner', []]",False
1172823934674329600,2019-09-14 10:46:30,Mr_xGoku,"@PENTA_Sports @PENTA1860 Winner iiiiissss: @MissMuhlhaus GG WP (pls send me a DM)  But since this week was a GREAT week, tomorrow ill start another giveaway &lt;3","['winner', []]",False
1172823925660762118,2019-09-14 10:46:28,djetkoez,2x MODERN WARFARE CODE   Retweet  Follow @djetkoez @i_Jane_Doe @NoNaMe_Dzn  Turn notifications on   Winner in 5 mins !,"['winner', []]",False
1172823906316476418,2019-09-14 10:46:23,BNEFootball,. @lionsfc1 will play the winner of @MoretonBayUtd /@gapfootball in the #NPLWQLD Grand Final next Saturday night. https://t.co/FIPFKE1mVk,"['winner', ['NPLWQLD']]",False
1172823887165427713,2019-09-14 10:46:19,onIykv,ik u just posted ur giveaway..... but when will u announce the winner??? 🥺 — next week!!! https://t.co/6YrvMEK26V,"['winner', []]",False
1172823884506095616,2019-09-14 10:46:18,JacksonBoogieJ,Winner will represent Kuala Lumpur🇲🇾 in Seoul🇰🇷 🥇🔥🔥🔥  Popcity KL 2019 presented by @freakz_dance themomentmsia #Popcity #KualaLumpur #local #event #give #hiphop #popping #openstyles #malaysia #korea #dance @ Pisco Bar https://t.co/VB5pDXqrOo,"['winner', ['Popcity', 'KualaLumpur', 'local', 'event', 'give', 'hiphop', 'popping', 'openstyles', 'malaysia', 'korea', 'dance']]",False
1172823881444450310,2019-09-14 10:46:18,dawes_elliot,AMEX bound!! #EPL is back. Hoping that the football isn’t spoilt by VAR again and the ex-Brighton duo don’t score against us and @AaronConnolly_9 to score the winner. #bhafc #BRIBUR,"['winner', ['EPL', 'bhafc', 'BRIBUR']]",False
1172823862112915456,2019-09-14 10:46:13,thepigeoncoup33,Over loss Houston winner 1-2 so far,"['winner', []]",False
1172823790293790721,2019-09-14 10:45:56,MaryLyo91113645,"@AndreDeVilliers @IrexitFreedom With a pouch like that, your a winner!","['winner', []]",False
1172823768235945991,2019-09-14 10:45:51,MillieOTLFP,Attention pleeeeease Our Guest fur @OffTheLeashFP #OTLFP TODAY on Saturday 14th September is Archie @TheHugHouse Backstage Pass Winner is  Bentz @littlebeastben Come along &amp; Join the fun 9pm UK 4pm ET 3pm CT 1pm PT Search🔎#OTLFP to join in&amp;follow the show https://t.co/k3xFAE2Hnq,"['winner', ['OTLFP', 'OTLFP']]",True
1172823763089547264,2019-09-14 10:45:49,alaoaf,"@jeffphilips1 It's only in ds APC govt that they believe winner takes it all, when PDP was in power they engage people from opposition n even non political, OBJ did it (Bola Ige n others) Yar'dua n GEJ did same too. To say Seun is coming to learn is absurd.","['winner', []]",False
1172823746077483008,2019-09-14 10:45:45,NickSports7,@CONCUMAUDEN Forcing myself to stay awake 15 more mins so  i can wakeup to a winner😂,"['winner', []]",False
1172823732429000704,2019-09-14 10:45:42,Gerry32045491,Should I pronounced the winner of my give away? C: (tbh i really need more people xD) #Adoptmetrades #Adoptmetrade #adoptmetrading #adoptmegiveaway #adoptmedeal https://t.co/CM8YJqksDN,"['winner', ['Adoptmetrades', 'Adoptmetrade', 'adoptmetrading', 'adoptmegiveaway', 'adoptmedeal']]",True
1172823712879411200,2019-09-14 10:45:37,MikrokosmerchPH,eto na naman tayo mga sis!! 😂 1500+ uns kasi dalawang giveaways  I'll dm the winner na lang and he/she must respond in 10mins!! to claim the prizeee 💜  7pm👀 https://t.co/Bb3wYNtpKd,"['winner', []]",True
1172823697624719362,2019-09-14 10:45:34,DeccanChronicle,"DC wishes the charming and multi-talented personality @ayushmannk a great health and future on this special day. Happy Birthday National Award winner #AyushmannKhurrana, have a blast!   #HappyBirthdayAyushmannKhurrana #DreamGirl https://t.co/CkdH2H2ysc","['winner', ['AyushmannKhurrana', 'HappyBirthdayAyushmannKhurrana', 'DreamGirl']]",True
1172823665743998981,2019-09-14 10:45:26,ultra,WINNER! Congrats and see you in Miami for #Ultra2020!!  Check your DMs for more details... https://t.co/VOsrRuf9M6,"['winner', ['Ultra2020']]",False
1172823645145784320,2019-09-14 10:45:21,Xeroxed84,Would fucking love it if Alonso smashes in an injury time winner today. Absolute scenes on twitter,"['winner', []]",False
1172823621045227520,2019-09-14 10:45:15,OnefilmsMovies,#AcademyAwards Complete list of every Academy Awards winner films for Best Picture https://t.co/kYqWrRJ4cw https://t.co/cuqlS180z5,"['winner', ['AcademyAwards']]",True
1172823593803296769,2019-09-14 10:45:09,QTAQLD,Winner! Jacqui Dale from Thuringowa State High School has just been named #QTA2019 VET Teacher or Trainer of the Year! https://t.co/zdA2hAkYi9,"['winner', ['QTA2019']]",True
1172823585062359040,2019-09-14 10:45:07,bigv_ball,Now it's time to move to our Youth Player of the Year Awards 🏆 The Youth Player of the Year recognises the young guns of the #BIGV19 Senior Divisions.  And the winner of the Division Two Women Youth Player of the Year is Stephanie Pal of the @PakenhamWarrior   #BigVAwards https://t.co/OHD63SOgLM,"['winner', ['BIGV19', 'BigVAwards']]",True
1172823581685886976,2019-09-14 10:45:06,larryandpaul,Today's great big #Saturdebate on @BBCLeeds:  Who or what is the best LEFT?  Left Back? The Far Left? Left Wing? The Left Behind Series?  Something else? YOU DECIDE.  Winner written into UK law at 1pm.,"['winner', ['Saturdebate']]",False
1172823555257462784,2019-09-14 10:45:00,lionsofficial,He's already a Lion 🦁 and now @KyleSinckler is desperate to be a World Cup winner 👇  https://t.co/zb1kkQKnma,"['winner', []]",False
1172823551772151810,2019-09-14 10:44:59,DrSnowdon,"Needham scored a late headed winner past Barry Siddall when Forest defeated an unlucky #SAFC, 3-2, at Roker in November 1981. [The night of Ally McCoist's first senior goal for club (past Peter Shilton)].  [Full story in #GiveUsTomorrowNow] https://t.co/e8OZ0nQiGI","['winner', ['SAFC', 'GiveUsTomorrowNow']]",False
1172823543144271872,2019-09-14 10:44:57,parkchimonac,@lejindaryboys 1 winner only?,"['winner', []]",False
1172823517219446789,2019-09-14 10:44:51,EllisHampton,"@iampetemartin Looks like another winner mate, looking forward to it 👊","['winner', []]",False
1172823515294093314,2019-09-14 10:44:50,_reallyrully_,[TRAILER] 4 GUY FROM RAGNAROK (Winner X Kim Jisoo)(MinoSoo)  Check link below ✅https://t.co/EWc1oHL9Oo,"['winner', []]",False
1172823505420869632,2019-09-14 10:44:48,JackTomlinson99,"People just need to learn that no matter what happens, football is always the winner","['winner', []]",False
1172823500941221888,2019-09-14 10:44:47,b3108,Anouk Baars is the women's winner of the inaugural 450km #TorDesGlaciers at #TDG in 183:06 hours.   #Tor19 #TorDesGeants,"['winner', ['TorDesGlaciers', 'TDG', 'Tor19', 'TorDesGeants']]",False
